0,0,-1.5948e-07,0,0,0,0
0,0,-1.5948e-07,0,0,0,0
0.0041199,-0.00061035,-0.0009503,0.00076294,2.5009,0.0042725,0.0012207
0.004425,0.00091553,-0.0014254,0.0042725,2.5012,0.0015259,0.00091553
0.0013733,-0.00030518,-0.00047523,0.0074768,2.5003,0.0012207,0.0012207
0.0022888,-0.0015259,-0.0009503,0.010681,2.5012,0.0024414,0.00091553
0.004425,0.00091553,-0.0009503,0.014191,2.5009,0.00061035,0.00091553
0.0061035,0.0022888,-0.0014254,0.013733,2.5006,-0.00030518,0.0015259
0.0053406,0.00076294,-0.0019004,0.011902,2.5009,0.00061035,0.00091553
0.0039673,-0.00015259,-0.0009503,0.013733,2.5015,0.00030518,0.00061035
0.0015259,-0.0016785,-0.0019004,0.019073,2.5021,-0.00030518,0.0012207
0.0010681,-0.0019836,-0.0009503,0.023499,2.5015,-0.00061035,0.0012207
0.0018311,0.00015259,-0.0014254,0.022278,2.5009,0,0.0015259
0.0027466,-0.0019836,-0.0009503,0.020752,2.5006,0,0.00091553
0.0013733,-0.0035095,-0.0019004,0.020294,2.5003,0,0.0015259
0.00076294,-0.0018311,-0.00047523,0.016632,2.5009,-0.00061035,0.0018311
-0.00091553,-0.00091553,-0.0019004,0.014648,2.5009,0.00030518,0.0012207
-0.0028992,-0.00076294,-0.0019004,0.011597,2.5018,0,0.00091553
-0.0053406,-0.00076294,-0.0023755,0.011902,2.5012,-0.00030518,0.0012207
-0.007782,-0.0019836,-0.0019004,0.016785,2.5009,0.00030518,0.00091553
-0.0080872,0.00030518,-0.0009503,0.021362,2.5009,0,0.00091553
-0.0047302,0.0030518,-0.0014254,0.021057,2.5015,0,0.0012207
-0.0028992,0.0028992,-0.00047523,0.018616,2.5012,0.00030518,0.0012207
-0.0030518,0.0028992,-0.0023755,0.01709,2.5012,0,0.00091553
-0.0042725,0.0045776,-0.0009503,0.016174,2.5003,0,0.00091553
-0.0056458,0.0042725,-0.0023755,0.0177,2.5003,-0.00030518,0.00061035
-0.0080872,0,-0.0009503,0.017395,2.5006,-0.00061035,0.00091553
-0.0091553,-0.0022888,-0.0009503,0.019073,2.5009,-0.00030518,0.00091553
-0.0079346,-0.0021362,-0.0019004,0.018005,2.5012,-0.00030518,0.00091553
-0.0085449,0.00091553,-0.0009503,0.014648,2.5021,-0.00030518,0.00061035
-0.010681,0.0032043,-0.0023755,0.011139,2.5021,0,0.00091553
-0.0093079,0.0027466,-0.0009503,0.0082397,2.5018,-0.00030518,0.0012207
