-0.0019836,-0.004425,-0.00047523,0.016327,2.5012,0.00061035,-0.0012207
-0.0047302,-0.0030518,-0.0009503,0.023041,2.5018,-0.00030518,-0.00091553
-0.0054932,-0.009613,-0.0014254,0.022888,2.5015,0.00030518,-0.00091553
-0.0045776,-0.0042725,-0.00047523,0.021667,2.5021,0,-0.00091553
-0.0067139,0.020447,-0.0009503,0.035706,2.5021,-0.00030518,-0.00091553
-0.0056458,0.059357,-0.0014254,0.051117,2.5009,0.00030518,-0.00091553
-0.0022888,0.067444,-0.0009503,0.047913,2.5009,0,-0.00061035
-0.00045776,0.032501,-0.00047523,0.037231,2.5024,0,-0.00091553
0.00015259,0.00030518,-0.0014254,0.030823,2.5018,0,-0.0012207
0.0010681,0.0019836,-0.0009503,0.026093,2.5021,0,-0.0012207
0.0012207,0.014343,-0.0014254,0.018005,2.5021,0,-0.0012207
-0.00030518,0.020599,-0.0019004,0.0086975,2.5015,-0.00030518,-0.0015259
-0.0019836,0.076447,-0.0019004,0.0093079,2.5018,-0.00030518,-0.00091553
-0.0030518,0.11108,-0.0023755,0.019836,2.5009,0,-0.00091553
-0.0036621,0.016022,-0.0009503,0.025482,2.5015,0,-0.00061035
-0.0018311,-0.084839,-0.00047523,0.023651,2.5018,-0.00061035,-0.00061035
-0.00015259,-0.089417,-0.0009503,0.021973,2.5009,0,-0.00091553
0,-0.048065,-0.0009503,0.023499,2.5018,0.00061035,-0.0012207
-0.00076294,-0.020905,-1.5948e-07,0.025482,2.5018,-0.00030518,-0.0015259
-0.0019836,-0.019379,-0.0009503,0.023193,2.5015,-0.00061035,-0.00061035
-0.0018311,-0.021057,-0.00047523,0.018311,2.5027,-0.00030518,-0.00091553
-0.0022888,-0.014801,-0.0009503,0.020447,2.5006,-0.00030518,-0.00091553
-0.0042725,-0.002594,-0.0014254,0.032349,2.5018,0.00030518,-0.00091553
-0.0062561,0.0036621,-0.0009503,0.037842,2.5018,-0.00061035,-0.0012207
-0.0050354,0.0033569,-0.0019004,0.024719,2.5018,-0.00030518,-0.0018311
-0.0018311,0.0048828,-0.0009503,-0.00045776,2.5018,-0.00061035,-0.00091553
