0,0,-1.5948e-07,0,0,0,0
0,0,-1.5948e-07,0,0,0,0
-0.0032043,-0.00045776,-0.0085515,0,2.5012,0.0057983,-0.00030518
-0.0022888,-0.00061035,-0.0090265,0.0038147,2.5015,0.00061035,-0.00061035
-0.0024414,0.0022888,-0.0090265,0.010376,2.5015,0,-0.00061035
-0.0010681,0.0019836,-0.0080764,0.013275,2.5012,0.00030518,-0.0012207
-0.0028992,0,-0.011877,0.014038,2.5018,-0.00030518,-0.0015259
-0.0028992,-0.0021362,-0.0090265,0.016937,2.5012,-0.00030518,-0.00091553
-0.0019836,-0.0018311,-0.0076013,0.016785,2.5018,-0.00030518,0
-0.00091553,-0.0022888,-0.0080764,0.013275,2.5015,0,-0.00030518
-0.0016785,-0.0032043,-0.0076013,0.0086975,2.5018,0,-0.00061035
-0.0032043,-0.0032043,-0.0095016,0.0074768,2.5021,-0.00061035,-0.00061035
-0.0030518,-0.0016785,-0.0085515,0.007019,2.5012,0,-0.0012207
-0.00061035,-0.0012207,-0.010927,0.011139,2.5006,-0.00030518,-0.00091553
0.0013733,-0.0024414,-0.0090265,0.016327,2.5012,-0.00061035,-0.00030518
0.00091553,-0.0032043,-0.0080764,0.016632,2.5021,0.00030518,-0.00061035
-0.00091553,-0.0048828,-0.0076013,0.018158,2.5018,-0.00030518,-0.00030518
0.0010681,-0.0039673,-0.0061761,0.023499,2.5006,0,-0.00061035
0.0021362,-0.0048828,-0.0080764,0.026398,2.5009,0,0
0.0010681,-0.0053406,-0.0080764,0.021973,2.5015,-0.00091553,-0.00061035
0.00061035,-0.0038147,-0.0071262,0.016479,2.5012,0,-0.00091553
0.00045776,-0.0019836,-0.0095016,0.014343,2.5015,-0.00091553,-0.00091553
0.0019836,-0.00061035,-0.0076013,0.013733,2.5009,0.00030518,-0.00091553
0.0019836,0.00061035,-0.0076013,0.01358,2.5015,0,-0.00091553
-0.00045776,0.0018311,-0.0095016,0.010223,2.5012,-0.00030518,-0.00091553
-0.0016785,0.00015259,-0.0095016,0.0048828,2.5012,0,-0.00061035
-0.00076294,-0.0018311,-0.0095016,0.0022888,2.5006,0,0
-0.00030518,0.00030518,-0.0066512,0.0036621,2.5006,0,-0.0012207
-0.0010681,0.0012207,-0.0071262,0.0068665,2.5012,0,-0.00091553
-0.00045776,0.0015259,-0.0095016,0.0064087,2.5021,0,-0.00030518
0,0.00030518,-0.0095016,0.0033569,2.5012,-0.00030518,-0.00061035
0.00030518,0.00076294,-0.0080764,-0.00061035,2.5015,-0.00030518,-0.00061035
