0.0022888,-0.0015259,-0.12732,-0.010529,2.4945,4.9765,0.00030518
0.004425,0.00015259,-0.12779,-0.027618,2.4951,4.9765,0.00091553
0.0042725,0,-0.12874,-0.040894,2.4951,4.9762,0.00030518
0.004425,-0.0013733,-0.12684,-0.052032,2.4951,4.9768,0.00091553
0.0065613,-0.0032043,-0.12304,-0.061646,2.4954,4.9765,0
0.0067139,-0.00045776,-0.12542,-0.065918,2.4957,4.9771,0.00061035
0.0050354,0.0035095,-0.12637,-0.063934,2.4954,4.9762,0.00030518
0.0024414,0.002594,-0.12542,-0.052643,2.4954,4.9765,0.00061035
0.00091553,0,-0.13017,-0.033722,2.4957,4.9765,0
-0.00061035,-0.0021362,-0.12827,-0.018311,2.4948,4.9762,0.00030518
-0.00015259,-0.0022888,-0.12257,-0.014496,2.4957,4.9765,0
0.0038147,-0.00061035,-0.12874,-0.022278,2.496,4.9765,0
0.004425,0.0015259,-0.12637,-0.032196,2.4954,4.9765,0.00030518
0.0038147,0.0035095,-0.12542,-0.027618,2.4945,4.9768,0.00061035
0.0048828,0.0022888,-0.12732,-0.0065613,2.4945,4.9771,0.00030518
0.0050354,0.00076294,-0.12399,0.014038,2.4945,4.9771,0.00030518
0.0041199,0.00091553,-0.12447,0.018921,2.4963,4.9771,0
0.0032043,-0.00030518,-0.12542,0.016174,2.4957,4.9762,0.00030518
0.0019836,-0.00045776,-0.12589,0.019989,2.4954,4.9768,0.00030518
0.0016785,-0.00015259,-0.12589,0.023651,2.4951,4.9768,0.00030518
0.0022888,-0.00061035,-0.12589,0.023041,2.4945,4.9771,0.00030518
0.0012207,-0.00045776,-0.12494,0.016022,2.4951,4.9753,0.00091553
-0.00015259,-0.00061035,-0.12399,0.0059509,2.496,4.9762,0.00030518
-0.0012207,0.00015259,-0.12399,0.0019836,2.4957,4.9765,0.00030518
-0.0036621,0.0024414,-0.12352,-0.0010681,2.4954,4.9765,0
-0.0041199,0.0015259,-0.12589,-0.0057983,2.4957,4.9762,0.00030518
-0.0050354,-0.0015259,-0.12637,-0.015717,2.4951,4.9774,0.00091553
-0.005188,-0.002594,-0.12257,-0.03418,2.4954,4.9768,0.00030518
-0.0071716,-0.0027466,-0.12494,-0.052032,2.4957,4.9768,0
-0.0090027,-0.0016785,-0.12162,-0.059052,2.4957,4.9768,0.00030518
-0.0093079,-0.0019836,-0.12399,-0.048981,2.4957,4.9768,0
-0.0079346,-0.002594,-0.12874,-0.031891,2.4954,4.9771,0.00030518
-0.0080872,-0.0013733,-0.12352,-0.023956,2.4957,4.9768,0.00061035
-0.011292,0.00015259,-0.12447,-0.020294,2.4942,4.9771,-0.00030518
-0.0093079,0.0018311,-0.12684,-0.017395,2.4945,4.9765,0
-0.0085449,0.00045776,-0.12399,-0.014801,2.4954,4.9765,0
-0.0080872,-0.00015259,-0.12684,-0.01297,2.496,4.9762,0.00030518
-0.0076294,0.00061035,-0.12399,-0.0090027,2.4948,4.9768,0.00030518
-0.007782,-0.0016785,-0.12447,-0.0090027,2.4942,4.9765,0.00061035
-0.0082397,-0.0021362,-0.12304,-0.013733,2.4948,4.9774,0.00061035
